uuid,adm4_pcode,date,freq,pct_area_flood_hazard_100yr_low,pct_area_flood_hazard_100yr_med,pct_area_flood_hazard_100yr_high,pct_area_flood_hazard_25yr_low,pct_area_flood_hazard_25yr_med,pct_area_flood_hazard_25yr_high,pct_area_flood_hazard_5yr_low,pct_area_flood_hazard_5yr_med,pct_area_flood_hazard_5yr_high,pct_area_landslide_hazard_low,pct_area_landslide_hazard_med,pct_area_landslide_hazard_high
PNHZD000155,PH063022092,2015-01-01,S,2.1888,17.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000156,PH063022132,2015-01-01,S,3.7122,35.7243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000157,PH063022085,2015-01-01,S,2.1888,16.8737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000158,PH063022160,2015-01-01,S,11.6122,21.7429,5.6348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000159,PH063022134,2015-01-01,S,26.5683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00015A,PH063022035,2015-01-01,S,36.8069,36.9953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00015B,PH063022029,2015-01-01,S,3.0146,9.7126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00015C,PH063022194,2015-01-01,S,23.8791,21.4584,8.1122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00015D,PH063022144,2015-01-01,S,33.0669,23.707,0.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00015E,PH063022095,2015-01-01,S,26.5183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00015F,PH063022164,2015-01-01,S,48.119,15.0677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0857,0.001,0.047
PNHZD000160,PH063022158,2015-01-01,S,11.1391,31.0415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000161,PH063022197,2015-01-01,S,19.6122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000162,PH063022114,2015-01-01,S,23.4738,17.8618,16.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000163,PH063022183,2015-01-01,S,15.3738,7.729,0.9358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000164,PH063022099,2015-01-01,S,11.1885,1.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000165,PH063022077,2015-01-01,S,2.6962,4.1096,2.2229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000166,PH063022123,2015-01-01,S,21.2215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000167,PH063022150,2015-01-01,S,2.2906,0.8211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000168,PH063022122,2015-01-01,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000169,PH063022038,2015-01-01,S,17.7836,11.3369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00016A,PH063022196,2015-01-01,S,9.3894,0.4496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00016B,PH063022167,2015-01-01,S,1.7585,17.3055,2.5105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00016C,PH063022182,2015-01-01,S,93.29,5.3878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00016D,PH063022034,2015-01-01,S,75.7493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00016E,PH063022074,2015-01-01,S,55.2678,28.6991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00016F,PH063022014,2015-01-01,S,52.3844,1.8292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000170,PH063022030,2015-01-01,S,26.2991,5.5013,0.1518,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0.3757,0.1409
PNHZD000171,PH063022024,2015-01-01,S,5.4607,50.2752,40.8399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0784
PNHZD000172,PH063022199,2015-01-01,S,45.7552,20.5581,2.0465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000173,PH063022175,2015-01-01,S,11.4076,40.1691,24.2363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000174,PH063022119,2015-01-01,S,17.5687,23.7319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000175,PH063022112,2015-01-01,S,18.5192,2.5841,0.0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000176,PH063022048,2015-01-01,S,9.2097,38.3432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000177,PH063022018,2015-01-01,S,2.1085,3.7556,2.9952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000178,PH063022068,2015-01-01,S,6.6656,33.188,51.3267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035
PNHZD000179,PH063022108,2015-01-01,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00017A,PH063022125,2015-01-01,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00017B,PH063022174,2015-01-01,S,18.1373,15.2473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00017C,PH063022105,2015-01-01,S,21.4077,23.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00017D,PH063022098,2015-01-01,S,12.6778,71.365,15.9572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00017E,PH063022053,2015-01-01,S,19.7906,21.2979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00017F,PH063022010,2015-01-01,S,14.0214,62.6562,17.6983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0251
PNHZD000180,PH063022116,2015-01-01,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000181,PH063022079,2015-01-01,S,26.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000182,PH063022055,2015-01-01,S,75.8393,10.9515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000183,PH063022042,2015-01-01,S,0.5028,14.1864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000184,PH063022127,2015-01-01,S,22.3137,10.0501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000185,PH063022187,2015-01-01,S,27.1751,34.1941,3.0299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000186,PH063022063,2015-01-01,S,1.1334,3.8093,0.1738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000187,PH063022148,2015-01-01,S,37.2264,21.6728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000188,PH063022155,2015-01-01,S,4.081,45.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000189,PH063022165,2015-01-01,S,22.1638,62.9512,0.7349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00018A,PH063022032,2015-01-01,S,13.7388,12.6558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00018B,PH063022012,2015-01-01,S,3.915,5.6802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00018C,PH063022131,2015-01-01,S,3.3435,38.2817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00018D,PH063022102,2015-01-01,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00018E,PH063022172,2015-01-01,S,6.1954,9.6849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00018F,PH063022008,2015-01-01,S,0.8142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000190,PH063022078,2015-01-01,S,65.073,0.8914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000191,PH063022193,2015-01-01,S,1.7456,11.2823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000192,PH063022006,2015-01-01,S,2.6118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000193,PH063022016,2015-01-01,S,15.0465,71.4732,6.9665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000194,PH063022026,2015-01-01,S,26.383,14.5256,4.2828,20.9134,10.9906,3.3432,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000195,PH063022028,2015-01-01,S,25.6413,0.8786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000196,PH063022140,2015-01-01,S,17.5584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000197,PH063022113,2015-01-01,S,3.6932,32.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000198,PH063022191,2015-01-01,S,16.3677,25.0461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000199,PH063022047,2015-01-01,S,17.9504,27.5678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00019A,PH063022136,2015-01-01,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00019B,PH063022096,2015-01-01,S,58.5463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00019C,PH063022089,2015-01-01,S,2.5282,42.5858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00019D,PH063022100,2015-01-01,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00019E,PH063022090,2015-01-01,S,63.1444,13.9161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00019F,PH063022003,2015-01-01,S,17.1293,1.4974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001A0,PH063022195,2015-01-01,S,19.4649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001A1,PH063022104,2015-01-01,S,95.8058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001A2,PH063022051,2015-01-01,S,29.4837,28.7813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001A3,PH063022065,2015-01-01,S,13.4167,1.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001A4,PH063022128,2015-01-01,S,19.1117,6.2372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001A5,PH063022076,2015-01-01,S,22.3395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001A6,PH063022056,2015-01-01,S,19.1383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001A7,PH063022019,2015-01-01,S,18.2899,10.5186,0.8411,3.2481,1.3179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001A8,PH063022129,2015-01-01,S,36.5465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001A9,PH063022173,2015-01-01,S,2.8829,68.0329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001AA,PH063022087,2015-01-01,S,13.1782,18.9822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001AB,PH063022101,2015-01-01,S,1.6499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001AC,PH063022086,2015-01-01,S,46.2949,10.8327,0.2629,3.8811,0.9219,0.2477,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001AD,PH063022050,2015-01-01,S,27.4146,22.0486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001AE,PH063022200,2015-01-01,S,79.9217,11.9969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001AF,PH063022135,2015-01-01,S,27.2549,70.1785,2.5666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001B0,PH063022017,2015-01-01,S,8.9881,0.5748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001B1,PH063022120,2015-01-01,S,18.2992,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001B2,PH063022007,2015-01-01,S,2.3936,25.5842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001B3,PH063022192,2015-01-01,S,21.9017,30.4561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001B4,PH063022049,2015-01-01,S,46.6477,30.6458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001B5,PH063022031,2015-01-01,S,4.3877,16.4411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001B6,PH063022107,2015-01-01,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001B7,PH063022044,2015-01-01,S,0.3078,0.8279,0.3444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001B8,PH063022067,2015-01-01,S,24.5958,7.4946,0.8264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001B9,PH063022072,2015-01-01,S,16.2127,21.9653,5.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048
PNHZD0001BA,PH063022070,2015-01-01,S,3.3315,42.6144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001BB,PH063022198,2015-01-01,S,40.0686,15.5087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001BC,PH063022133,2015-01-01,S,0.2228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001BD,PH063022103,2015-01-01,S,43.032,10.3909,2.6085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001BE,PH063022004,2015-01-01,S,14.4382,32.2073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001BF,PH063022036,2015-01-01,S,19.9699,4.4452,1.2575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001C0,PH063022163,2015-01-01,S,27.8979,8.9021,8.2193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001C1,PH063022009,2015-01-01,S,66.5044,17.4657,2.4718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001C2,PH063022166,2015-01-01,S,37.2651,30.7709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0246,0.0236,0.0852
PNHZD0001C3,PH063022151,2015-01-01,S,28.3315,36.0963,5.4075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001C4,PH063022046,2015-01-01,S,36.5106,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001C5,PH063022061,2015-01-01,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001C6,PH063022146,2015-01-01,S,14.964,11.4074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001C7,PH063022185,2015-01-01,S,0.0301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001C8,PH063022202,2015-01-01,S,4.1509,11.5002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001C9,PH063022088,2015-01-01,S,8.5568,29.6323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001CA,PH063022057,2015-01-01,S,59.1185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001CB,PH063022075,2015-01-01,S,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001CC,PH083747022,2015-01-01,S,10.2333,11.8293,3.5283,2.287,5.0212,1.4629,2.3603,4.0749,0.5511,6.9722,28.6968,22.9165
PNHZD0001CD,PH083747063,2015-01-01,S,9.1997,0.0399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.435,27.6024,0.1779
PNHZD0001CE,PH083747123,2015-01-01,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001CF,PH083747129,2015-01-01,S,28.4246,27.0488,0.009,16.4441,7.9173,0.0,15.2595,5.3185,0.0,0.1502,1.1383,11.0857
PNHZD0001D0,PH083747071,2015-01-01,S,29.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001D1,PH083747034,2015-01-01,S,2.2175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001D2,PH083747128,2015-01-01,S,10.1637,28.9836,11.5868,0.0,0.0,0.0,0.0,0.0,0.0,2.9416,11.43,9.7447
PNHZD0001D3,PH083747048,2015-01-01,S,0.0497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001D4,PH083747044,2015-01-01,S,86.4515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001D5,PH083747133,2015-01-01,S,14.1472,26.7584,5.5348,0.0,0.0,0.0,0.0,0.0,0.0,5.0872,11.6675,5.6599
PNHZD0001D6,PH083747067,2015-01-01,S,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001D7,PH083747076,2015-01-01,S,20.3149,13.2168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8978,7.4515,0.0
PNHZD0001D8,PH083747112,2015-01-01,S,30.8393,5.6444,0.0042,7.4599,4.5947,0.0,2.4027,4.3757,0.0,0.0,0.0,0.0
PNHZD0001D9,PH083747059,2015-01-01,S,20.9577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001DA,PH083747077,2015-01-01,S,39.3769,12.6347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001DB,PH083747087,2015-01-01,S,18.2872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001DC,PH083747124,2015-01-01,S,12.7281,10.8112,0.8495,0.0,0.0,0.0,0.0,0.0,0.0,1.8958,7.5264,34.992
PNHZD0001DD,PH083747012,2015-01-01,S,2.1866,2.4986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001DE,PH083747120,2015-01-01,S,16.7928,8.2546,0.6056,11.5791,6.6161,0.1306,8.5878,3.8538,0.0,0.0,0.0,0.0
PNHZD0001DF,PH083747113,2015-01-01,S,33.469,4.1474,0.0,13.8982,0.2672,0.0,3.8793,0.0,0.0,0.0,0.0,0.0
PNHZD0001E0,PH083747151,2015-01-01,S,18.5402,2.1125,0.0,8.4566,0.6333,0.0,4.3466,0.0643,0.0,0.0,0.0,0.0
PNHZD0001E1,PH083747062,2015-01-01,S,0.7079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001E2,PH083747054,2015-01-01,S,96.1172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001E3,PH083747109,2015-01-01,S,22.6577,3.5538,0.0,13.2871,2.1259,0.0,6.503,0.67,0.0,0.0,0.0,0.0
PNHZD0001E4,PH083747065,2015-01-01,S,79.8866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001E5,PH083747137,2015-01-01,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001E6,PH083747114,2015-01-01,S,30.371,17.2729,0.0901,30.2759,11.6196,0.0541,21.6749,6.2408,0.018,0.0,0.0,0.0
PNHZD0001E7,PH083747149,2015-01-01,S,34.3902,1.8229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001E8,PH083747132,2015-01-01,S,2.6114,5.1811,3.8063,1.8272,2.8899,0.6261,1.8304,2.603,0.2908,6.0028,28.5464,50.2374
PNHZD0001E9,PH083747096,2015-01-01,S,8.7852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0025,27.8764,0.0
PNHZD0001EA,PH083747099,2015-01-01,S,32.6022,3.5913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4291,0.0,0.0
PNHZD0001EB,PH083747140,2015-01-01,S,15.3853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001EC,PH083747050,2015-01-01,S,12.7697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001ED,PH083747057,2015-01-01,S,33.619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001EE,PH083747118,2015-01-01,S,0.1328,0.0,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001EF,PH083747021,2015-01-01,S,2.6796,9.6443,8.7332,0.0,0.0,0.0,0.0,0.0,0.0,9.4232,32.1345,20.8354
PNHZD0001F0,PH083747117,2015-01-01,S,27.2474,9.217,0.0637,18.9934,4.5639,0.0182,7.0371,2.5933,0.0,0.0,0.0,0.0
PNHZD0001F1,PH083747011,2015-01-01,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001F2,PH083747110,2015-01-01,S,19.9974,6.1405,0.0,10.1296,2.64,0.0,4.7845,1.7016,0.0,0.0,0.0,0.0
PNHZD0001F3,PH083747032,2015-01-01,S,1.4721,2.4047,10.1087,0.0,0.0,0.0,0.0,0.0,0.0,7.064,26.0625,40.7385
PNHZD0001F4,PH083747039,2015-01-01,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001F5,PH083747075,2015-01-01,S,20.9582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001F6,PH083747081,2015-01-01,S,10.7486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001F7,PH083747138,2015-01-01,S,25.0115,0.0024,0.0,7.5198,0.0,0.0,1.9118,0.0,0.0,0.0,0.0,0.0
PNHZD0001F8,PH083747045,2015-01-01,S,11.5163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001F9,PH083747122,2015-01-01,S,9.8882,5.6511,0.0,8.9667,4.4828,0.0,7.3044,2.6922,0.0,0.0,0.0,0.0
PNHZD0001FA,PH083747097,2015-01-01,S,27.7729,8.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3192,18.976,0.0
PNHZD0001FB,PH083747068,2015-01-01,S,72.6678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1834
PNHZD0001FC,PH083747136,2015-01-01,S,22.3642,24.5203,0.0412,0.0,0.0,0.0,0.0,0.0,0.0,1.1311,3.8269,23.7169
PNHZD0001FD,PH083747131,2015-01-01,S,9.0604,10.2109,4.3812,0.0,0.0,0.0,0.0,0.0,0.0,3.5595,8.0481,12.2323
PNHZD0001FE,PH083747074,2015-01-01,S,20.2524,7.1715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0001FF,PH083747023,2015-01-01,S,1.5754,5.2267,5.7754,0.0,0.0,0.0,0.0,0.0,0.0,12.116,37.602,21.1691
PNHZD000200,PH083747107,2015-01-01,S,23.3553,2.6557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000201,PH083747024,2015-01-01,S,9.3342,11.8711,4.5415,0.0,0.0,0.0,0.0,0.0,0.0,5.4405,15.6697,20.413
PNHZD000202,PH083747095,2015-01-01,S,8.274,0.1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8708,10.0239,0.0
PNHZD000203,PH083747027,2015-01-01,S,15.8245,26.6296,2.3932,0.0,0.0,0.0,0.0,0.0,0.0,1.8036,0.9545,0.0
PNHZD000204,PH083747072,2015-01-01,S,47.2474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000205,PH083747094,2015-01-01,S,22.7754,0.5768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000206,PH083747115,2015-01-01,S,7.1349,4.9621,0.0,2.773,4.4312,0.0,3.6717,2.5283,0.0,0.0,0.0,0.0
PNHZD000207,PH083747041,2015-01-01,S,55.8234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000208,PH083747085,2015-01-01,S,2.8096,0.2877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000209,PH083747064,2015-01-01,S,99.0499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00020A,PH083747040,2015-01-01,S,17.5071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00020B,PH083747066,2015-01-01,S,64.2076,1.5033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD00020C,PH083747073,2015-01-01,S,51.4551,4.5718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
