adm4_pcode,adm4_en,adm3_pcode,adm3_en,adm2_pcode,adm2_en,adm1_pcode,adm1_en,brgy_total_area,uuid,date,freq,pct_area_flood_hazard_100yr_low,pct_area_flood_hazard_100yr_med,pct_area_flood_hazard_100yr_high,pct_area_flood_hazard_25yr_low,pct_area_flood_hazard_25yr_med,pct_area_flood_hazard_25yr_high,pct_area_flood_hazard_5yr_low,pct_area_flood_hazard_5yr_med,pct_area_flood_hazard_5yr_high,pct_area_landslide_hazard_low,pct_area_landslide_hazard_med,pct_area_landslide_hazard_high
PH083747063,Barangay 39,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0851,PNHZD0001CD,1/1/2015,S,9.1997,0.0399,0,0,0,0,0,0,0,13.435,27.6024,0.1779
PH083747123,Barangay 90 (San Jose),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0548,PNHZD0001CE,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH083747129,Barangay 95 (Caibaan),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,1.1056,PNHZD0001CF,1/1/2015,S,28.4246,27.0488,0.009,16.4441,7.9173,0,15.2595,5.3185,0,0.1502,1.1383,11.0857
PH083747071,Barangay 44-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0425,PNHZD0001D0,1/1/2015,S,29.819,0,0,0,0,0,0,0,0,0,0,0
PH083747034,Barangay 13,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0174,PNHZD0001D1,1/1/2015,S,2.2175,0,0,0,0,0,0,0,0,0,0,0
PH083747128,Barangay 94 (Tigbao),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.9667,PNHZD0001D2,1/1/2015,S,10.1637,28.9836,11.5868,0,0,0,0,0,0,2.9416,11.43,9.7447
PH083747048,Barangay 26,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0142,PNHZD0001D3,1/1/2015,S,0.0497,0,0,0,0,0,0,0,0,0,0,0
PH083747044,Barangay 22,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0123,PNHZD0001D4,1/1/2015,S,86.4515,0,0,0,0,0,0,0,0,0,0,0
PH083747133,Barangay 99 (Diit),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,2.016,PNHZD0001D5,1/1/2015,S,14.1472,26.7584,5.5348,0,0,0,0,0,0,5.0872,11.6675,5.6599
PH083747067,Barangay 43,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0158,PNHZD0001D6,1/1/2015,S,100,0,0,0,0,0,0,0,0,0,0,0
PH083747076,Barangay 49,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.14,PNHZD0001D7,1/1/2015,S,20.3149,13.2168,0,0,0,0,0,0,0,3.8978,7.4515,0
PH083747112,Barangay 80 (Marasbaras),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0913,PNHZD0001D8,1/1/2015,S,30.8393,5.6444,0.0042,7.4599,4.5947,0,2.4027,4.3757,0,0,0,0
PH083747059,Barangay 36,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0131,PNHZD0001D9,1/1/2015,S,20.9577,0,0,0,0,0,0,0,0,0,0,0
PH083747077,Barangay 50,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0627,PNHZD0001DA,1/1/2015,S,39.3769,12.6347,0,0,0,0,0,0,0,0,0,0
PH083747087,Barangay 58,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0293,PNHZD0001DB,1/1/2015,S,18.2872,0,0,0,0,0,0,0,0,0,0,0
PH083747124,Barangay 91 (Abucay),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,3.2724,PNHZD0001DC,1/1/2015,S,12.7281,10.8112,0.8495,0,0,0,0,0,0,1.8958,7.5264,34.992
PH083747012,Barangay 6,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.1151,PNHZD0001DD,1/1/2015,S,2.1866,2.4986,0,0,0,0,0,0,0,0,0,0
PH083747120,Barangay 87,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.8421,PNHZD0001DE,1/1/2015,S,16.7928,8.2546,0.6056,11.5791,6.6161,0.1306,8.5878,3.8538,0,0,0,0
PH083747113,Barangay 81 (Marasbaras),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.1492,PNHZD0001DF,1/1/2015,S,33.469,4.1474,0,13.8982,0.2672,0,3.8793,0,0,0,0,0
PH083747151,Barangay 83-C (San Jose),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.2116,PNHZD0001E0,1/1/2015,S,18.5402,2.1125,0,8.4566,0.6333,0,4.3466,0.0643,0,0,0,0
PH083747062,Barangay 38,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0239,PNHZD0001E1,1/1/2015,S,0.7079,0,0,0,0,0,0,0,0,0,0,0
PH083747054,Barangay 32,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0147,PNHZD0001E2,1/1/2015,S,96.1172,0,0,0,0,0,0,0,0,0,0,0
PH083747109,Barangay 78 (Marasbaras),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.4664,PNHZD0001E3,1/1/2015,S,22.6577,3.5538,0,13.2871,2.1259,0,6.503,0.67,0,0,0,0
PH083747065,Barangay 41,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0134,PNHZD0001E4,1/1/2015,S,79.8866,0,0,0,0,0,0,0,0,0,0,0
PH083747137,Barangay 5-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.024,PNHZD0001E5,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH083747114,Barangay 82 (Marasbaras),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.5549,PNHZD0001E6,1/1/2015,S,30.371,17.2729,0.0901,30.2759,11.6196,0.0541,21.6749,6.2408,0.018,0,0,0
PH083747149,Barangay 62-B,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.1871,PNHZD0001E7,1/1/2015,S,34.3902,1.8229,0,0,0,0,0,0,0,0,0,0
PH083747132,Barangay 98 (Camansinay),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,8.0852,PNHZD0001E8,1/1/2015,S,2.6114,5.1811,3.8063,1.8272,2.8899,0.6261,1.8304,2.603,0.2908,6.0028,28.5464,50.2374
PH083747096,Barangay 66,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0667,PNHZD0001E9,1/1/2015,S,8.7852,0,0,0,0,0,0,0,0,7.0025,27.8764,0
PH083747099,Barangay 68,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.1196,PNHZD0001EA,1/1/2015,S,32.6022,3.5913,0,0,0,0,0,0,0,0.4291,0,0
PH083747140,Barangay 48-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0238,PNHZD0001EB,1/1/2015,S,15.3853,0,0,0,0,0,0,0,0,0,0,0
PH083747050,Barangay 28,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0157,PNHZD0001EC,1/1/2015,S,12.7697,0,0,0,0,0,0,0,0,0,0,0
PH083747057,Barangay 35,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0085,PNHZD0001ED,1/1/2015,S,33.619,0,0,0,0,0,0,0,0,0,0,0
PH083747118,Barangay 85 (San Jose),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0695,PNHZD0001EE,1/1/2015,S,0.1328,0,0,0.1328,0,0,0,0,0,0,0,0
PH083747021,Barangay 103 (Palanog),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,2.3857,PNHZD0001EF,1/1/2015,S,2.6796,9.6443,8.7332,0,0,0,0,0,0,9.4232,32.1345,20.8354
PH083747117,Barangay 84 (San Jose),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,1.099,PNHZD0001F0,1/1/2015,S,27.2474,9.217,0.0637,18.9934,4.5639,0.0182,7.0371,2.5933,0,0,0,0
PH083747011,Barangay 5,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0281,PNHZD0001F1,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH083747110,Barangay 79 (Marasbaras),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.241,PNHZD0001F2,1/1/2015,S,19.9974,6.1405,0,10.1296,2.64,0,4.7845,1.7016,0,0,0,0
PH083747032,Barangay 12 (Palanog Resettlement),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.8456,PNHZD0001F3,1/1/2015,S,1.4721,2.4047,10.1087,0,0,0,0,0,0,7.064,26.0625,40.7385
PH083747039,Barangay 18,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0075,PNHZD0001F4,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH083747075,Barangay 48,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0114,PNHZD0001F5,1/1/2015,S,20.9582,0,0,0,0,0,0,0,0,0,0,0
PH083747081,Barangay 52,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0442,PNHZD0001F6,1/1/2015,S,10.7486,0,0,0,0,0,0,0,0,0,0,0
PH083747138,Barangay 36-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0929,PNHZD0001F7,1/1/2015,S,25.0115,0.0024,0,7.5198,0,0,1.9118,0,0,0,0,0
PH083747045,Barangay 23,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0147,PNHZD0001F8,1/1/2015,S,11.5163,0,0,0,0,0,0,0,0,0,0,0
PH083747122,Barangay 89,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.8374,PNHZD0001F9,1/1/2015,S,9.8882,5.6511,0,8.9667,4.4828,0,7.3044,2.6922,0,0,0,0
PH083747097,Barangay 66-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0868,PNHZD0001FA,1/1/2015,S,27.7729,8.228,0,0,0,0,0,0,0,10.3192,18.976,0
PH083747068,Barangay 43-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0247,PNHZD0001FB,1/1/2015,S,72.6678,0,0,0,0,0,0,0,0,0,0,12.1834
PH083747136,Barangay 110 (Utap),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,1.9405,PNHZD0001FC,1/1/2015,S,22.3642,24.5203,0.0412,0,0,0,0,0,0,1.1311,3.8269,23.7169
PH083747131,Barangay 97 (Cabalawan),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,3.1459,PNHZD0001FD,1/1/2015,S,9.0604,10.2109,4.3812,0,0,0,0,0,0,3.5595,8.0481,12.2323
PH083747074,Barangay 47,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.033,PNHZD0001FE,1/1/2015,S,20.2524,7.1715,0,0,0,0,0,0,0,0,0,0
PH083747023,Barangay 104 (Salvacion),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,6.6152,PNHZD0001FF,1/1/2015,S,1.5754,5.2267,5.7754,0,0,0,0,0,0,12.116,37.602,21.1691
PH083747107,Barangay 76,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.1054,PNHZD000200,1/1/2015,S,23.3553,2.6557,0,0,0,0,0,0,0,0,0,0
PH083747024,Barangay 105 (Suhi),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,6.6585,PNHZD000201,1/1/2015,S,9.3342,11.8711,4.5415,0,0,0,0,0,0,5.4405,15.6697,20.413
PH083747095,Barangay 65,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.1021,PNHZD000202,1/1/2015,S,8.274,0.1959,0,0,0,0,0,0,0,12.8708,10.0239,0
PH083747027,Barangay 108 (Tagapuro),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,3.2562,PNHZD000203,1/1/2015,S,15.8245,26.6296,2.3932,0,0,0,0,0,0,1.8036,0.9545,0
PH083747072,Barangay 45,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0363,PNHZD000204,1/1/2015,S,47.2474,0,0,0,0,0,0,0,0,0,0,0
PH083747094,Barangay 64,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.1367,PNHZD000205,1/1/2015,S,22.7754,0.5768,0,0,0,0,0,0,0,0,0,0
PH083747115,Barangay 83 (San Jose),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.3515,PNHZD000206,1/1/2015,S,7.1349,4.9621,0,2.773,4.4312,0,3.6717,2.5283,0,0,0,0
PH083747041,Barangay 20,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0289,PNHZD000207,1/1/2015,S,55.8234,0,0,0,0,0,0,0,0,0,0,0
PH083747085,Barangay 56,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0534,PNHZD000208,1/1/2015,S,2.8096,0.2877,0,0,0,0,0,0,0,0,0,0
PH083747064,Barangay 40,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0114,PNHZD000209,1/1/2015,S,99.0499,0,0,0,0,0,0,0,0,0,0,0
PH083747040,Barangay 19,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0158,PNHZD00020A,1/1/2015,S,17.5071,0,0,0,0,0,0,0,0,0,0,0
PH083747066,Barangay 42,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0186,PNHZD00020B,1/1/2015,S,64.2076,1.5033,0,0,0,0,0,0,0,0,0,0
PH083747073,Barangay 46,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0175,PNHZD00020C,1/1/2015,S,51.4551,4.5718,0,0,0,0,0,0,0,0,0,0
PH083747090,Barangay 60-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0356,PNHZD00020D,1/1/2015,S,19.3421,1.122,0,0,0,0,0,0,0,0,0,0
PH083747037,Barangay 16,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0109,PNHZD00020E,1/1/2015,S,0.9703,0,0,0,0,0,0,0,0,0,0,0
PH083747152,Barangay 95-A (Caibaan),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,1.2295,PNHZD00020F,1/1/2015,S,12.7344,9.4608,1.3385,11.677,6.904,1.1803,9.4303,5.168,0,0.9723,12.4581,42.7075
PH083747015,Barangay 8,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0153,PNHZD000210,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH083747082,Barangay 53,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0258,PNHZD000211,1/1/2015,S,15.6896,16.419,0,0,0,0,0,0,0,0,0,0
PH083747038,Barangay 17,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0214,PNHZD000212,1/1/2015,S,0.0173,0,0,0,0,0,0,0,0,0,0,0
PH083747042,Barangay 21,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0169,PNHZD000213,1/1/2015,S,35.4595,0,0,0,0,0,0,0,0,0,0,0
PH083747098,Barangay 67,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0756,PNHZD000214,1/1/2015,S,10.2166,33.7333,0,0,0,0,0,0,0,10.6216,1.4287,0
PH083747150,Barangay 83-B,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.5859,PNHZD000215,1/1/2015,S,19.8292,18.3431,0,21.0583,10.4693,0,15.6426,4.6363,0,0,0,0
PH083747018,Barangay 100 (San Roque),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,6.8295,PNHZD000216,1/1/2015,S,1.8338,6.0466,3.874,0.0409,0.016,0.0015,0.0322,0.0073,0.0015,8.5776,29.2392,37.3098
PH083747119,Barangay 86,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.1183,PNHZD000217,1/1/2015,S,4.9877,0,0,4.3959,0,0,3.8042,0,0,0,0,0
PH083747056,Barangay 34,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0144,PNHZD000218,1/1/2015,S,29.3513,6.2547,0,0,0,0,0,0,0,0,0,0
PH083747051,Barangay 29,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0138,PNHZD000219,1/1/2015,S,30.699,0.194,0,0,0,0,0,0,0,0,0,0
PH083747055,Barangay 33,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0137,PNHZD00021A,1/1/2015,S,26.2638,0.0014,0,0,0,0,0,0,0,0,0,0
PH083747104,Barangay 73,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0492,PNHZD00021B,1/1/2015,S,63.287,0,0,0,0,0,0,0,0,0,0,0
PH083747019,Barangay 101 (New Kawayan),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,1.4205,PNHZD00021C,1/1/2015,S,9.4404,11.1982,1.8759,0,0,0,0,0,0,3.4857,2.7318,1.0401
PH083747100,Barangay 69,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.3783,PNHZD00021D,1/1/2015,S,21.9457,7.5107,0,0,0,0,0,0,0,4.4843,4.3486,0
PH083747139,Barangay 42-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0374,PNHZD00021E,1/1/2015,S,1.383,0.2295,0,0,0,0,0,0,0,5.9785,30.2811,45.5301
PH083747125,Barangay 92 (Apitong),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,1.3514,PNHZD00021F,1/1/2015,S,24.9501,16.8934,0,0,0,0,0,0,0,0,0.1233,40.3517
PH083747079,Barangay 50-B,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.2218,PNHZD000220,1/1/2015,S,2.5983,1.7925,0,0,0,0,0,0,0,12.3094,41.6399,15.8707
PH083747010,Libertad (Barangays 1 & 4),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.3734,PNHZD000221,1/1/2015,S,0.4481,0,0,0,0,0,0,0,0,0.0268,0,0
PH083747127,Barangay 93 (Bagacay),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,3.5774,PNHZD000222,1/1/2015,S,10.4454,8.1545,0.9216,0,0,0,0,0,0,6.3615,19.1888,11.5851
PH083747084,El Reposo (Barangays 55 & 55A),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.089,PNHZD000223,1/1/2015,S,25.3003,13.8384,0,0,0,0,0,0,0,0,0,0
PH083747053,Barangay 31,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0183,PNHZD000224,1/1/2015,S,24.9645,0,0,0,0,0,0,0,0,0,0,0
PH083747035,Barangay 14,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0219,PNHZD000225,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH083747013,Barangay 6-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0384,PNHZD000226,1/1/2015,S,6.4842,3.7342,0,0,0,0,0,0,0,0,0,0
PH083747043,Barangay 21-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0086,PNHZD000227,1/1/2015,S,9.2718,0,0,0,0,0,0,0,0,0,0,0
PH083747046,Barangay 24,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0244,PNHZD000228,1/1/2015,S,100,0,0,0,0,0,0,0,0,0,0,0
PH083747105,Barangay 74,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,2.0064,PNHZD000229,1/1/2015,S,20.6056,8.6519,0.0797,0,0,0,0,0,0,0.6685,3.465,43.3811
PH083747008,Nula-tula (Bgys. 3 & 3A),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.2783,PNHZD00022A,1/1/2015,S,0.6108,0.984,0,0,0,0,0,0,0,0.9479,15.7005,70.4842
PH083747078,Barangay 50-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0112,PNHZD00022B,1/1/2015,S,46.231,18.5064,0,0,0,0,0,0,0,0,0,0
PH083747135,Barangay 109-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.8527,PNHZD00022C,1/1/2015,S,45.4831,8.9572,0.5742,33.0192,5.7083,0.3518,12.0854,3.3524,0.2463,0,0,0
PH083747147,Barangay 59-B,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0615,PNHZD00022D,1/1/2015,S,22.4456,17.6413,0,0,0,0,0,0,0,0,0,0
PH083747061,Barangay 37-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.8425,PNHZD00022E,1/1/2015,S,1.3818,4.5381,11.4096,0,0,0,0,0,0,9.572,39.7823,27.222
PH083747026,Barangay 107 (Santa Elena),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,9.4276,PNHZD00022F,1/1/2015,S,2.7604,5.1184,2.4111,0.3489,0.5526,0.2566,0.3716,0.4634,0.1811,2.0187,12.4291,67.6527
PH083747121,Barangay 88,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,2.4135,PNHZD000230,1/1/2015,S,21.443,1.6905,0,0,0,0,0,0,0,0.0179,0.0306,0
PH083747086,Barangay 57,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0204,PNHZD000231,1/1/2015,S,20.8209,1.4139,0,0,0,0,0,0,0,0,0,0
PH083747106,Barangay 75,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.1482,PNHZD000232,1/1/2015,S,9.8378,0.8095,0,0,0,0,0,0,0,0,0,0
PH083747052,Barangay 30,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0116,PNHZD000233,1/1/2015,S,45.798,5.7498,0,0,0,0,0,0,0,0,0,0
PH083747146,Barangay 59-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.2022,PNHZD000234,1/1/2015,S,24.734,4.5726,0,0,0,0,0,0,0,0,0,0
PH083747092,Barangay 62,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.1022,PNHZD000235,1/1/2015,S,25.0268,6.0932,0,0,0,0,0,0,0,0,0,0
PH083747102,Barangay 71,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.7392,PNHZD000236,1/1/2015,S,24.4748,11.7218,0,0,0,0,0,0,0,0.8433,0.4634,0
PH083747108,Barangay 77,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.4995,PNHZD000237,1/1/2015,S,15.506,5.9294,0,0.1139,0,0,0,0,0,0,0,0
PH083747155,Barangay 94-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,1.5958,PNHZD000238,1/1/2015,S,5.1117,13.4146,21.3772,0,0,0,0,0,0,3.7248,12.5972,40.7336
PH083747093,Barangay 63,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.1855,PNHZD000239,1/1/2015,S,27.0797,2.1625,0,0,0,0,0,0,0,0,0,0
PH083747101,Barangay 70,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0165,PNHZD00023A,1/1/2015,S,0,0,0,0,0,0,0,0,0,2.7019,3.8711,0
PH083747103,Barangay 72,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.1114,PNHZD00023B,1/1/2015,S,39.7862,26.0894,0,0,0,0,0,0,0,0,0,0
PH083747058,Barangay 35-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0113,PNHZD00023C,1/1/2015,S,4.6022,0,0,0,0,0,0,0,0,0,0,0
PH083747089,Barangay 60,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0395,PNHZD00023D,1/1/2015,S,2.9188,0,0,0,0,0,0,0,0,0,0,0
PH083747006,Barangay 2,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.1341,PNHZD00023E,1/1/2015,S,50.1027,12.5297,0,0,0,0,0,0,0,0,0,0
PH083747154,Barangay 23-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0164,PNHZD00023F,1/1/2015,S,63.4922,0,0,0,0,0,0,0,0,0,0,0
PH083747080,Barangay 51,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0064,PNHZD000240,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH083747047,Barangay 25,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.1932,PNHZD000241,1/1/2015,S,4.0538,0.6683,0,0,0,0,0,0,0,0.5693,0.207,0
PH083747145,Barangay 56-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0723,PNHZD000242,1/1/2015,S,1.7168,0,0,0,0,0,0,0,0,0,0,0
PH083747142,Barangay 51-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0167,PNHZD000243,1/1/2015,S,31.3657,0,0,0,0,0,0,0,0,0,0,0
PH083747070,Barangay 44,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0379,PNHZD000244,1/1/2015,S,11.3528,0,0,0,0,0,0,0,0,0,0,0
PH083747020,Barangay 102 (Old Kawayan),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,1.1466,PNHZD000245,1/1/2015,S,5.9205,5.6443,0.0515,0,0,0,0,0,0,7.9978,4.6258,0.4143
PH083747153,Barangay 8-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0138,PNHZD000246,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH083747025,Barangay 106 (Santo Niño),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,9.2934,PNHZD000247,1/1/2015,S,3.9924,7.0141,3.8712,0.3393,0.5772,1.5309,0.3358,0.6628,1.1411,3.1336,19.2783,44.2572
PH083747134,Barangay 109 (V & G Subd.),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.6178,PNHZD000248,1/1/2015,S,27.6766,11.8429,0,24.2534,7.9801,0,18.2963,4.6956,0,0,0,0
PH083747091,Barangay 61,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0627,PNHZD000249,1/1/2015,S,11.8109,0,0,0,0,0,0,0,0,0,0,0
PH083747036,Barangay 15,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.02,PNHZD00024A,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH083747088,Barangay 59,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.2299,PNHZD00024B,1/1/2015,S,39.3854,13.3375,0,0,0,0,0,0,0,0,0,0
